Country,Name,DESIG,GIS_AREA,GOV_TYPE,MANG_AUTH_SUB_LOC,Total Valid Pixel Count,Count_10,Percentage_10,Area_10_ha,Area_10_km2,Count_20,Percentage_20,Area_20_ha,Area_20_km2,Count_30,Percentage_30,Area_30_ha,Area_30_km2,Count_40,Percentage_40,Area_40_ha,Area_40_km2,Count_50,Percentage_50,Area_50_ha,Area_50_km2,Count_60,Percentage_60,Area_60_ha,Area_60_km2,Count_70,Percentage_70,Area_70_ha,Area_70_km2,Count_80,Percentage_80,Area_80_ha,Area_80_km2,Count_90,Percentage_90,Area_90_ha,Area_90_km2,Count_95,Percentage_95,Area_95_ha,Area_95_km2,Count_100,Percentage_100,Area_100_ha,Area_100_km2,Total_Percentage
Indonesia,Gunung Tilu,Cagar Alam,74.5103433612272,Federal or national ministry or agency,,878341,877572,99.91244858204273,8775.72,87.7572,0,0.0,0.0,0.0,727,0.08276967601421316,7.27,0.0727,42,0.004781741943049454,0.42,0.0042,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,99.99999999999999
Indonesia,Pulau Nusa Barung,Suaka Margasatwa,78.7411747882758,Federal or national ministry or agency,,931042,905447,97.25092960360541,9054.47,90.5447,0,0.0,0.0,0.0,2058,0.22104265972963627,20.58,0.2058,27,0.002899976585374237,0.27,0.0027,24,0.002577756964777099,0.24,0.0024,1507,0.16186165607996203,15.07,0.1507,0,0.0,0.0,0.0,21483,2.307414703096101,214.83,2.1483,496,0.05327364393872672,4.96,0.0496,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Batukahu I-II-III,Cagar Alam,19.2368108389349,Federal or national ministry or agency,,227370,225490,99.17315389013503,2254.9,22.549,0,0.0,0.0,0.0,1643,0.7226107226107227,16.43,0.1643,0,0.0,0.0,0.0,237,0.10423538725425519,2.37,0.0237,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Mandor,Cagar Alam,28.7902519956752,Federal or national ministry or agency,,336826,251211,74.58183156882188,2512.11,25.1211,3594,1.067019766882604,35.94,0.3594,55601,16.507336132008813,556.01,5.5601,697,0.2069317689252017,6.97,0.0697,272,0.08075386104398116,2.72,0.0272,22632,6.7191962615712555,226.32,2.2632,0,0.0,0.0,0.0,2660,0.7897252587389334,26.6,0.266,159,0.047205382007327226,1.59,0.0159,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.00000000000001
Indonesia,Gunung Raya Passi,Cagar Alam,32.8833819441986,Federal or national ministry or agency,,384779,384587,99.95010122693806,3845.87,38.4587,0,0.0,0.0,0.0,192,0.049898773061939454,1.92,0.0192,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Pararawen I-II,Cagar Alam,59.2354032654934,Federal or national ministry or agency,,693049,692699,99.94949852030665,6926.99,69.2699,0,0.0,0.0,0.0,347,0.050068609867411976,3.47,0.0347,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.000432869825943043,0.03,0.0003,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Bukit Tangkiling,Cagar Alam,2.81817108587841,Federal or national ministry or agency,,32992,31310,94.90179437439379,313.1,3.131,738,2.236905916585839,7.38,0.0738,693,2.1005092143549953,6.93,0.0693,13,0.03940349175557711,0.13,0.0013,236,0.7153249272550921,2.36,0.0236,2,0.006062075654704171,0.02,0.0002,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Padang Luway,Cagar Alam,47.8678798157334,Federal or national ministry or agency,,560032,346328,61.840751957031024,3463.28,34.6328,1477,0.26373492943260385,14.77,0.1477,211939,37.84408748071539,2119.39,21.1939,284,0.05071138792069025,2.84,0.0284,4,0.0007142449002914119,0.04,0.0004,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Muara Kaman Sedulang,Cagar Alam,1478.87789993212,Federal or national ministry or agency,,17319789,9416973,54.371176230842075,94169.73,941.6973,1430940,8.261878940903957,14309.4,143.094,5345830,30.865445300748178,53458.3,534.583,50742,0.2929712365433551,507.42,5.0742,28,0.00016166478702483037,0.28,0.0028,8183,0.04724653400800668,81.83,0.8183,0,0.0,0.0,0.0,78898,0.4555367273816096,788.98,7.8898,881231,5.088000783381368,8812.31,88.1231,106964,0.617582581404427,1069.64,10.6964,0,0.0,0.0,0.0,99.99999999999999
Indonesia,Tanjung Api,Cagar Alam,33.0586619689148,Federal or national ministry or agency,,386794,366343,94.71268944192516,3663.43,36.6343,0,0.0,0.0,0.0,17781,4.597020636307699,177.81,1.7781,200,0.05170711024472975,2.0,0.02,0,0.0,0.0,0.0,8,0.00206828440978919,0.08,0.0008,0,0.0,0.0,0.0,2436,0.6297926027808084,24.36,0.2436,26,0.006721924331814868,0.26,0.0026,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Pegunungan Cycloops,Cagar Alam,315.036152758547,Federal or national ministry or agency,,3688971,3554249,96.34797888083155,35542.49,355.4249,0,0.0,0.0,0.0,131451,3.5633514061238216,1314.51,13.1451,41,0.0011114210439713405,0.41,0.0041,643,0.01743033490911151,6.43,0.0643,1507,0.04085150032353196,15.07,0.1507,0,0.0,0.0,0.0,456,0.012361170635388568,4.56,0.0456,624,0.016915286132636986,6.24,0.0624,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.00000000000001
Indonesia,Dolok Surungan,Suaka Margasatwa,215.025736332469,Federal or national ministry or agency,,2517785,2506436,99.54924665926598,25064.36,250.6436,0,0.0,0.0,0.0,10856,0.4311726378543045,108.56,1.0856,343,0.013623085370673032,3.43,0.0343,16,0.0006354792009643397,0.16,0.0016,116,0.004607224206991462,1.16,0.0116,0,0.0,0.0,0.0,18,0.0007149141010848821,0.18,0.0018,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,99.99999999999999
Indonesia,Gumai Pasemah,Suaka Margasatwa,479.609356971665,Federal or national ministry or agency,,5623161,5506241,97.92074244361845,55062.41,550.6241,0,0.0,0.0,0.0,116606,2.0736735085479503,1166.06,11.6606,289,0.005139458037925644,2.89,0.0289,16,0.0002845374692277173,0.16,0.0016,3,5.3350775480196994e-05,0.03,0.0003,0,0.0,0.0,0.0,6,0.00010670155096039399,0.06,0.0006,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,99.99999999999999
Indonesia,Isau-isau Pasemah,Suaka Margasatwa,167.468327869505,Federal or national ministry or agency,,1963728,1933479,98.4596135513676,19334.79,193.3479,0,0.0,0.0,0.0,30096,1.5325951455598739,300.96,3.0096,153,0.007791303072523282,1.53,0.0153,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Gunung Raya,Suaka Margasatwa,450.228502939777,Federal or national ministry or agency,,5285314,4535958,85.8219208924957,45359.58,453.5958,0,0.0,0.0,0.0,742455,14.04750976006345,7424.55,74.2455,1684,0.031861872350441245,16.84,0.1684,5148,0.0974019708195199,51.48,0.5148,42,0.0007946547735858267,0.42,0.0042,0,0.0,0.0,0.0,27,0.0005108494973051743,0.27,0.0027,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Cikepuh,Suaka Margasatwa,81.3078213897101,Federal or national ministry or agency,,958688,913533,95.28991705330618,9135.33,91.3533,0,0.0,0.0,0.0,26645,2.779319236289596,266.45,2.6645,10626,1.1083897993925031,106.26,1.0626,137,0.01429036349677893,1.37,0.0137,3014,0.31438799692913644,30.14,0.3014,0,0.0,0.0,0.0,4715,0.4918179845789245,47.15,0.4715,18,0.0018775660068760637,0.18,0.0018,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Alas Purwo,Taman Nasional,440.511285915138,Federal or national ministry or agency,,5211494,5040135,96.71190257534596,50401.35,504.0135,0,0.0,0.0,0.0,11496,0.22058933580274678,114.96,1.1496,961,0.018440009716983268,9.61,0.0961,692,0.013278342064674736,6.92,0.0692,3405,0.06533635076621022,34.05,0.3405,0,0.0,0.0,0.0,55867,1.0719958614554674,558.67,5.5867,142,0.0027247464930401917,1.42,0.0142,98796,1.8957327783549207,987.96,9.8796,0,0.0,0.0,0.0,100.0
Indonesia,Dataran Tinggi Yang,Suaka Margasatwa,131.819897052146,Federal or national ministry or agency,,1556741,1318959,84.72565442806479,13189.59,131.8959,1,6.423676128527481e-05,0.01,0.0001,236156,15.169896598085359,2361.56,23.6156,66,0.004239626244828138,0.66,0.0066,14,0.0008993146579938475,0.14,0.0014,388,0.024923863378686628,3.88,0.0388,0,0.0,0.0,0.0,1157,0.07432193280706297,11.57,0.1157,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Gunung Rinjani,Taman Nasional,382.176258273308,Federal or national ministry or agency,,4518381,3069929,67.94311944920094,30699.29,306.9929,18,0.00039837277998468917,0.18,0.0018,1317770,29.164649904467993,13177.7,131.777,256,0.005665746204226691,2.56,0.0256,401,0.008874860265214465,4.01,0.0401,129300,2.8616444695566843,1293.0,12.93,0,0.0,0.0,0.0,640,0.014164365510566728,6.4,0.064,67,0.0014828320143874542,0.67,0.0067,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Pulau Moyo,Taman Buru,255.864777430497,Federal or national ministry or agency,,3023755,2777302,91.84943885996054,27773.02,277.7302,40,0.0013228584987871042,0.4,0.004,224600,7.42785047068959,2246.0,22.46,17877,0.5912185345704265,178.77,1.7877,4,0.00013228584987871043,0.04,0.0004,112,0.0037040037966038913,1.12,0.0112,0,0.0,0.0,0.0,3820,0.12633298663416845,38.2,0.382,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Gunung Manembo-nembo,Suaka Margasatwa,61.8395197680305,Federal or national ministry or agency,,723664,709022,97.97668531252073,7090.22,70.9022,0,0.0,0.0,0.0,14636,2.022485573415287,146.36,1.4636,0,0.0,0.0,0.0,6,0.000829114063985496,0.06,0.0006,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Lombuyan I and II,Suaka Margasatwa,29.6576716875925,Federal or national ministry or agency,,346984,283990,81.84527240449128,2839.9,28.399,0,0.0,0.0,0.0,62954,18.143199686440873,629.54,6.2954,6,0.001729186360177991,0.06,0.0006,30,0.008645931800889954,0.3,0.003,4,0.0011527909067853273,0.04,0.0004,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Pulau Baun,Suaka Margasatwa,97.7771111802688,Federal or national ministry or agency,,1151092,647852,56.28151355408604,6478.52,64.7852,4,0.00034749611673089555,0.04,0.0004,154,0.013378600494139479,1.54,0.0154,0,0.0,0.0,0.0,0,0.0,0.0,0.0,210,0.018243546128372014,2.1,0.021,0,0.0,0.0,0.0,17680,1.5359328359505582,176.8,1.768,5,0.0004343701459136194,0.05,0.0005,485187,42.150149597078254,4851.87,48.5187,0,0.0,0.0,0.0,100.0
Indonesia,Pulau Kaget,Suaka Margasatwa,2.92114248141324,Federal or national ministry or agency,,34236,8934,26.09533824044865,89.34,0.8934,3397,9.922304007477509,33.97,0.3397,3256,9.510456829068817,32.56,0.3256,6491,18.95957471667251,64.91,0.6491,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,692,2.0212641663745763,6.92,0.0692,645,1.8839817735716788,6.45,0.0645,10821,31.607080266386262,108.21,1.0821,0,0.0,0.0,0.0,100.0
Indonesia,Baluran,Taman Nasional,297.069517059476,Federal or national ministry or agency,,3507218,2482952,70.79548519652899,24829.52,248.2952,87,0.002480598582694318,0.87,0.0087,168064,4.791946209217676,1680.64,16.8064,401350,11.443543001889246,4013.5,40.135,2063,0.05882155029998136,20.63,0.2063,2243,0.06395382322969374,22.43,0.2243,0,0.0,0.0,0.0,409053,11.66317577065355,4090.53,40.9053,195,0.005559962340521747,1.95,0.0195,41211,1.1750338872576498,412.11,4.1211,0,0.0,0.0,0.0,100.00000000000001
Indonesia,Komodo,Taman Nasional,1206.46332846025,Federal or national ministry or agency,,14271922,637,0.00446330914644853,6.37,0.0637,0,0.0,0.0,0.0,4860,0.03405287669032944,48.6,0.486,81,0.0005675479448388241,0.81,0.0081,43,0.0003012908842971535,0.43,0.0043,7209,0.05051176709065534,72.09,0.7209,0,0.0,0.0,0.0,14257784,99.900938359949,142577.84,1425.7784,25,0.00017516911877741485,0.25,0.0025,1283,0.008989679175656929,12.83,0.1283,0,0.0,0.0,0.0,100.0
Indonesia,Muara Angke,Suaka Margasatwa,0.24305014150044,Federal or national ministry or agency,,2841,1612,56.740584301302356,16.12,0.1612,26,0.9151707145371348,0.26,0.0026,78,2.7455121436114043,0.78,0.0078,69,2.428722280887012,0.69,0.0069,29,1.0207673354452658,0.29,0.0029,5,0.17599436818021824,0.05,0.0005,0,0.0,0.0,0.0,1001,35.23407250967969,10.01,0.1001,21,0.7391763463569165,0.21,0.0021,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,P. Bawean,Suaka Margasatwa,39.1874718078825,Federal or national ministry or agency,,460757,459926,99.81964462829647,4599.26,45.9926,0,0.0,0.0,0.0,673,0.1460639773242729,6.73,0.0673,17,0.003689580407893966,0.17,0.0017,49,0.010634672940400254,0.49,0.0049,0,0.0,0.0,0.0,0,0.0,0.0,0.0,92,0.01996714103095558,0.92,0.0092,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0
Indonesia,Komodo,UNESCO-MAB Biosphere Reserve,1705.7058673882,Not Reported,,20177061,3304876,16.379372595443904,33048.76,330.4876,65,0.00032214800758148076,0.65,0.0065,3181435,15.767583792307512,31814.35,318.1435,1161,0.005754059027724603,11.61,0.1161,2088,0.010348385228155874,20.88,0.2088,45606,0.22602895436555404,456.06,4.5606,0,0.0,0.0,0.0,13587238,67.34002538823667,135872.38,1358.7238,474,0.002349202393748029,4.74,0.0474,54118,0.26821547498914733,541.18,5.4118,0,0.0,0.0,0.0,100.0
